icd_code,icd_version,long_title
80162,9,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80163,9,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80164,9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80165,9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80166,9,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80169,9,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
80170,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80171,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80172,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80173,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80174,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80175,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80176,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80179,9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80180,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80181,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80182,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80183,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80184,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80185,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80186,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80189,9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
80190,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80191,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
80192,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80193,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
80194,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80195,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80196,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80199,9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
8020,9,Closed fracture of nasal bones
8021,9,Open fracture of nasal bones
80220,9,"Closed fracture of mandible, unspecified site"
80221,9,"Closed fracture of mandible, condylar process"
80222,9,"Closed fracture of mandible, subcondylar"
80223,9,"Closed fracture of mandible, coronoid process"
80224,9,"Closed fracture of mandible, ramus, unspecified"
80225,9,"Closed fracture of mandible, angle of jaw"
80226,9,"Closed fracture of mandible, symphysis of body"
80227,9,"Closed fracture of mandible, alveolar border of body"
80228,9,"Closed fracture of mandible, body, other and unspecified"
80229,9,"Closed fracture of mandible, multiple sites"
80230,9,"Open fracture of mandible, unspecified site"
80231,9,"Open fracture of mandible, condylar process"
80232,9,"Open fracture of mandible, subcondylar"
80233,9,"Open fracture of mandible, coronoid process"
80234,9,"Open fracture of mandible, ramus, unspecified"
80235,9,"Open fracture of mandible, angle of jaw"
80236,9,"Open fracture of mandible, symphysis of body"
80237,9,"Open fracture of mandible, alveolar border of body"
80238,9,"Open fracture of mandible, body, other and unspecified"
80239,9,"Open fracture of mandible, multiple sites"
8024,9,Closed fracture of malar and maxillary bones
8025,9,Open fracture of malar and maxillary bones
8026,9,Closed fracture of orbital floor (blow-out)
8027,9,Open fracture of orbital floor (blow-out)
8028,9,Closed fracture of other facial bones
8029,9,Open fracture of other facial bones
80300,9,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness"
80301,9,"Other closed skull fracture without mention of intracranial injury, with no loss of consciousness"
80302,9,"Other closed skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80303,9,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
80304,9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80305,9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80306,9,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration"
80309,9,"Other closed skull fracture without mention of intracranial injury, with concussion, unspecified"
80310,9,"Other closed skull fracture with cerebral laceration and contusion, unspecified state of consciousness"
80311,9,"Other closed skull fracture with cerebral laceration and contusion, with no loss of consciousness"
80312,9,"Other closed skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80313,9,"Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80314,9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80315,9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80316,9,"Other closed skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80319,9,"Other closed skull fracture with cerebral laceration and contusion, with concussion, unspecified"
80320,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80321,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80322,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80323,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80324,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80325,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80326,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80329,9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80330,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness"
80331,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80332,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80333,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80334,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80335,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80336,9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
